Date,Time,ChamTemp,ChamRH,LED1,LED2,LED3,LED4,LED5,LED6,LED7,LED8,LED9,LED10,Total.Solar..Watt.m2.,Simulated.Date.Time
08/08/2016,0:00,19.4,78,0,0,0,0,0,0,0,0,10,0,0,08/08/2016 0:00
08/08/2016,0:15,19.1,79,0,0,0,0,0,0,0,0,10,0,0,08/08/2016 0:15
08/08/2016,0:30,18.8,80,0,0,0,0,0,0,0,0,10,0,0,08/08/2016 0:30
08/08/2016,0:45,18.6,80,0,0,0,0,0,0,0,0,10,0,0,08/08/2016 0:45
08/08/2016,1:00,18.3,80,0,0,0,0,0,0,0,0,10,0,0,08/08/2016 1:00
08/08/2016,1:15,18,80,0,0,0,0,0,0,0,0,10,0,0,08/08/2016 1:15
08/08/2016,1:30,17.7,80,0,0,0,0,0,0,0,0,10,0,0,08/08/2016 1:30
08/08/2016,1:45,17.5,80,0,0,0,0,0,0,0,0,10,0,0,08/08/2016 1:45
08/08/2016,2:00,17.2,80,0,0,0,0,0,0,0,0,10,0,0,08/08/2016 2:00
08/08/2016,2:15,17,80,0,0,0,0,0,0,0,0,10,0,0,08/08/2016 2:15
08/08/2016,2:30,16.7,80,0,0,0,0,0,0,0,0,10,0,0,08/08/2016 2:30
08/08/2016,2:45,16.5,80,0,0,0,0,0,0,0,0,10,0,0,08/08/2016 2:45
08/08/2016,3:00,16.3,80,0,0,0,0,0,0,0,0,10,0,0,08/08/2016 3:00
08/08/2016,3:15,16.1,80,0,0,0,0,0,0,0,0,10,0,0,08/08/2016 3:15
08/08/2016,3:30,15.9,80,0,0,0,0,0,0,0,0,10,0,0,08/08/2016 3:30
08/08/2016,3:45,15.8,80,0,0,0,0,0,0,0,0,10,0,0,08/08/2016 3:45
08/08/2016,4:00,15.6,80,0,0,0,0,0,0,0,0,10,0,0,08/08/2016 4:00
08/08/2016,4:15,15.5,80,0,0,0,0,0,0,0,0,10,0,0,08/08/2016 4:15
08/08/2016,4:30,15.3,80,0,0,0,0,0,0,0,0,10,0,0,08/08/2016 4:30
08/08/2016,4:45,15.2,80,0,0,0,0,0,0,0,0,10,0,0,08/08/2016 4:45
08/08/2016,5:00,15.2,80,0,0,0,0,0,0,0,0,10,0,0,08/08/2016 5:00
08/08/2016,5:15,15.1,80,0,0,0,0,0,0,0,0,10,0,0,08/08/2016 5:15
08/08/2016,5:30,15,80,0,0,0,0,0,0,0,0,10,0,0,08/08/2016 5:30
08/08/2016,5:45,15,80,0,0,0,0,0,0,0,0,10,0,0,08/08/2016 5:45
08/08/2016,6:00,15,80,0,0,0,0,0,0,0,0,10,0,0,08/08/2016 6:00
08/08/2016,6:15,15,80,0,0,0,0,0,0,0,0,10,0,18.21639938,08/08/2016 6:15
08/08/2016,6:30,15,80,0,0,0,0,0,0,0,0,10,0,106.5948569,08/08/2016 6:30
08/08/2016,6:45,15.1,80,0,0,0,0,0,0,0,0,10,26,231.3040764,08/08/2016 6:45
08/08/2016,7:00,15.2,80,0,0,0,0,0,0,0,0,10,40,353.8612216,08/08/2016 7:00
08/08/2016,7:15,15.2,80,0,0,0,0,0,0,0,0,10,52,461.4359017,08/08/2016 7:15
08/08/2016,7:30,15.3,80,0,0,0,0,0,0,0,0,10,62,552.2768744,08/08/2016 7:30
08/08/2016,7:45,15.5,80,0,0,0,0,0,0,0,0,10,70,628.0537886,08/08/2016 7:45
08/08/2016,8:00,15.6,80,0,0,0,0,0,15,0,0,10,77,691.1478346,08/08/2016 8:00
08/08/2016,8:15,15.8,80,0,16,15,0,0,18,0,0,10,83,743.7989943,08/08/2016 8:15
08/08/2016,8:30,15.9,80,0,19,19,0,0,21,0,0,10,88,787.8931509,08/08/2016 8:30
08/08/2016,8:45,16.1,80,0,23,22,0,0,24,0,0,10,92,824.9554939,08/08/2016 8:45
08/08/2016,9:00,16.3,80,0,27,26,0,0,27,0,0,10,96,856.201354,08/08/2016 9:00
08/08/2016,9:15,16.5,80,0,31,30,0,0,30,0,0,10,99,882.5950869,08/08/2016 9:15
08/08/2016,9:30,16.7,80,0,35,34,16,0,33,0,0,10,101,904.9021552,08/08/2016 9:30
08/08/2016,9:45,17,80,0,39,37,18,0,35,0,16,10,103,923.7313308,08/08/2016 9:45
08/08/2016,10:00,17.2,80,0,43,40,19,16,37,0,17,10,105,939.5676891,08/08/2016 10:00
08/08/2016,10:15,17.5,80,0,46,43,21,17,40,15,18,10,107,952.7980069,08/08/2016 10:15
08/08/2016,10:30,17.7,80,0,49,46,22,18,42,16,19,10,108,963.730177,08/08/2016 10:30
08/08/2016,10:45,18,80,0,52,48,23,19,43,17,20,10,109,972.6079931,08/08/2016 10:45
08/08/2016,11:00,18.3,80,0,54,50,24,19,45,17,20,10,110,979.6223587,08/08/2016 11:00
08/08/2016,11:15,18.6,80,0,56,52,24,20,46,18,21,10,110,984.9197185,08/08/2016 11:15
08/08/2016,11:30,18.8,80,0,57,53,25,20,46,18,21,10,111,988.6082988,08/08/2016 11:30
08/08/2016,11:45,19.1,79,0,58,54,25,20,47,18,21,10,111,990.7625813,08/08/2016 11:45
08/08/2016,12:00,19.4,78,0,58,54,25,21,47,18,21,10,111,991.4263092,08/08/2016 12:00
08/08/2016,12:15,19.7,77,0,58,54,25,20,47,18,21,10,111,990.6142191,08/08/2016 12:15
08/08/2016,12:30,20,76,0,57,53,25,20,47,18,21,10,111,988.3126126,08/08/2016 12:30
08/08/2016,12:45,20.3,75,0,56,52,24,20,46,18,21,10,110,984.4788007,08/08/2016 12:45
08/08/2016,13:00,20.6,73,0,54,50,24,19,45,17,20,10,110,979.0393889,08/08/2016 13:00
08/08/2016,13:15,20.8,72,0,52,49,23,19,43,17,20,10,109,971.8872901,08/08/2016 13:15
08/08/2016,13:30,21.1,71,0,50,46,22,18,42,16,19,10,108,962.8772729,08/08/2016 13:30
08/08/2016,13:45,21.4,70,0,47,44,21,17,40,15,18,10,107,951.8197485,08/08/2016 13:45
08/08/2016,14:00,21.6,69,0,43,40,19,16,38,0,17,10,105,938.4723733,08/08/2016 14:00
08/08/2016,14:15,21.9,68,0,40,37,18,15,35,0,16,10,103,922.5288833,08/08/2016 14:15
08/08/2016,14:30,22.1,67,0,36,34,16,0,33,0,0,10,101,903.6043667,08/08/2016 14:30
08/08/2016,14:45,22.3,67,0,32,30,0,0,30,0,0,10,99,881.2159248,08/08/2016 14:45
08/08/2016,15:00,22.5,66,0,28,26,0,0,27,0,0,10,96,854.7573769,08/08/2016 15:00
08/08/2016,15:15,22.7,65,0,23,23,0,0,24,0,0,10,92,823.4664051,08/08/2016 15:15
08/08/2016,15:30,22.9,65,0,19,19,0,0,21,0,0,10,88,786.3825436,08/08/2016 15:30
08/08/2016,15:45,23.1,64,0,16,15,0,0,18,0,0,10,83,742.2953589,08/08/2016 15:45
08/08/2016,16:00,23.2,63,0,0,0,0,0,16,0,0,10,77,689.6859175,08/08/2016 16:00
08/08/2016,16:15,23.4,63,0,0,0,0,0,0,0,0,10,70,626.6763943,08/08/2016 16:15
08/08/2016,16:30,23.5,63,0,0,0,0,0,0,0,0,10,62,551.0371144,08/08/2016 16:30
08/08/2016,16:45,23.6,62,0,0,0,0,0,0,0,0,10,52,460.3994542,08/08/2016 16:45
08/08/2016,17:00,23.7,62,0,0,0,0,0,0,0,0,10,40,353.1063529,08/08/2016 17:00
08/08/2016,17:15,23.8,62,0,0,0,0,0,0,0,0,10,26,230.9096093,08/08/2016 17:15
08/08/2016,17:30,23.8,62,0,0,0,0,0,0,0,0,10,0,106.5710948,08/08/2016 17:30
08/08/2016,17:45,23.8,62,0,0,0,0,0,0,0,0,10,0,18.30966363,08/08/2016 17:45
08/08/2016,18:00,23.8,61,0,0,0,0,0,0,0,0,10,0,0,08/08/2016 18:00
08/08/2016,18:15,23.8,62,0,0,0,0,0,0,0,0,10,0,0,08/08/2016 18:15
08/08/2016,18:30,23.8,62,0,0,0,0,0,0,0,0,10,0,0,08/08/2016 18:30
08/08/2016,18:45,23.8,62,0,0,0,0,0,0,0,0,10,0,0,08/08/2016 18:45
08/08/2016,19:00,23.7,62,0,0,0,0,0,0,0,0,10,0,0,08/08/2016 19:00
08/08/2016,19:15,23.6,62,0,0,0,0,0,0,0,0,10,0,0,08/08/2016 19:15
08/08/2016,19:30,23.5,63,0,0,0,0,0,0,0,0,10,0,0,08/08/2016 19:30
08/08/2016,19:45,23.4,63,0,0,0,0,0,0,0,0,10,0,0,08/08/2016 19:45
08/08/2016,20:00,23.2,63,0,0,0,0,0,0,0,0,10,0,0,08/08/2016 20:00
08/08/2016,20:15,23.1,64,0,0,0,0,0,0,0,0,10,0,0,08/08/2016 20:15
08/08/2016,20:30,22.9,65,0,0,0,0,0,0,0,0,10,0,0,08/08/2016 20:30
08/08/2016,20:45,22.7,65,0,0,0,0,0,0,0,0,10,0,0,08/08/2016 20:45
08/08/2016,21:00,22.5,66,0,0,0,0,0,0,0,0,10,0,0,08/08/2016 21:00
08/08/2016,21:15,22.3,67,0,0,0,0,0,0,0,0,10,0,0,08/08/2016 21:15
08/08/2016,21:30,22.1,67,0,0,0,0,0,0,0,0,10,0,0,08/08/2016 21:30
08/08/2016,21:45,21.9,68,0,0,0,0,0,0,0,0,10,0,0,08/08/2016 21:45
08/08/2016,22:00,21.6,69,0,0,0,0,0,0,0,0,10,0,0,08/08/2016 22:00
08/08/2016,22:15,21.4,70,0,0,0,0,0,0,0,0,10,0,0,08/08/2016 22:15
08/08/2016,22:30,21.1,71,0,0,0,0,0,0,0,0,10,0,0,08/08/2016 22:30
08/08/2016,22:45,20.8,72,0,0,0,0,0,0,0,0,10,0,0,08/08/2016 22:45
08/08/2016,23:00,20.6,73,0,0,0,0,0,0,0,0,10,0,0,08/08/2016 23:00
08/08/2016,23:15,20.3,74,0,0,0,0,0,0,0,0,10,0,0,08/08/2016 23:15
08/08/2016,23:30,20,76,0,0,0,0,0,0,0,0,10,0,0,08/08/2016 23:30
08/08/2016,23:45,19.7,77,0,0,0,0,0,0,0,0,10,0,0,08/08/2016 23:45
09/08/2016,0:00,19.4,78,0,0,0,0,0,0,0,0,10,0,0,09/08/2016 0:00
09/08/2016,0:15,19.1,79,0,0,0,0,0,0,0,0,10,0,0,09/08/2016 0:15
09/08/2016,0:30,18.8,80,0,0,0,0,0,0,0,0,10,0,0,09/08/2016 0:30
09/08/2016,0:45,18.6,80,0,0,0,0,0,0,0,0,10,0,0,09/08/2016 0:45
09/08/2016,1:00,18.3,80,0,0,0,0,0,0,0,0,10,0,0,09/08/2016 1:00
09/08/2016,1:15,18,80,0,0,0,0,0,0,0,0,10,0,0,09/08/2016 1:15
09/08/2016,1:30,17.7,80,0,0,0,0,0,0,0,0,10,0,0,09/08/2016 1:30
09/08/2016,1:45,17.5,80,0,0,0,0,0,0,0,0,10,0,0,09/08/2016 1:45
09/08/2016,2:00,17.2,80,0,0,0,0,0,0,0,0,10,0,0,09/08/2016 2:00
09/08/2016,2:15,17,80,0,0,0,0,0,0,0,0,10,0,0,09/08/2016 2:15
09/08/2016,2:30,16.7,80,0,0,0,0,0,0,0,0,10,0,0,09/08/2016 2:30
09/08/2016,2:45,16.5,80,0,0,0,0,0,0,0,0,10,0,0,09/08/2016 2:45
09/08/2016,3:00,16.3,80,0,0,0,0,0,0,0,0,10,0,0,09/08/2016 3:00
09/08/2016,3:15,16.1,80,0,0,0,0,0,0,0,0,10,0,0,09/08/2016 3:15
09/08/2016,3:30,15.9,80,0,0,0,0,0,0,0,0,10,0,0,09/08/2016 3:30
09/08/2016,3:45,15.8,80,0,0,0,0,0,0,0,0,10,0,0,09/08/2016 3:45
09/08/2016,4:00,15.6,80,0,0,0,0,0,0,0,0,10,0,0,09/08/2016 4:00
09/08/2016,4:15,15.5,80,0,0,0,0,0,0,0,0,10,0,0,09/08/2016 4:15
09/08/2016,4:30,15.3,80,0,0,0,0,0,0,0,0,10,0,0,09/08/2016 4:30
09/08/2016,4:45,15.2,80,0,0,0,0,0,0,0,0,10,0,0,09/08/2016 4:45
09/08/2016,5:00,15.2,80,0,0,0,0,0,0,0,0,10,0,0,09/08/2016 5:00
09/08/2016,5:15,15.1,80,0,0,0,0,0,0,0,0,10,0,0,09/08/2016 5:15
09/08/2016,5:30,15,80,0,0,0,0,0,0,0,0,10,0,0,09/08/2016 5:30
09/08/2016,5:45,15,80,0,0,0,0,0,0,0,0,10,0,0,09/08/2016 5:45
09/08/2016,6:00,15,80,0,0,0,0,0,0,0,0,10,0,0,09/08/2016 6:00
09/08/2016,6:15,15,80,0,0,0,0,0,0,0,0,10,0,18.21639938,09/08/2016 6:15
09/08/2016,6:30,15,80,0,0,0,0,0,0,0,0,10,0,106.5948569,09/08/2016 6:30
09/08/2016,6:45,15.1,80,0,0,0,0,0,0,0,0,10,26,231.3040764,09/08/2016 6:45
09/08/2016,7:00,15.2,80,0,0,0,0,0,0,0,0,10,40,353.8612216,09/08/2016 7:00
09/08/2016,7:15,15.2,80,0,0,0,0,0,0,0,0,10,52,461.4359017,09/08/2016 7:15
09/08/2016,7:30,15.3,80,0,0,0,0,0,0,0,0,10,62,552.2768744,09/08/2016 7:30
09/08/2016,7:45,15.5,80,0,0,0,0,0,0,0,0,10,70,628.0537886,09/08/2016 7:45
09/08/2016,8:00,15.6,80,0,0,0,0,0,15,0,0,10,77,691.1478346,09/08/2016 8:00
09/08/2016,8:15,15.8,80,0,16,15,0,0,18,0,0,10,83,743.7989943,09/08/2016 8:15
09/08/2016,8:30,15.9,80,0,19,19,0,0,21,0,0,10,88,787.8931509,09/08/2016 8:30
09/08/2016,8:45,16.1,80,0,23,22,0,0,24,0,0,10,92,824.9554939,09/08/2016 8:45
09/08/2016,9:00,16.3,80,0,27,26,0,0,27,0,0,10,96,856.201354,09/08/2016 9:00
09/08/2016,9:15,16.5,80,0,31,30,0,0,30,0,0,10,99,882.5950869,09/08/2016 9:15
09/08/2016,9:30,16.7,80,0,35,34,16,0,33,0,0,10,101,904.9021552,09/08/2016 9:30
09/08/2016,9:45,17,80,0,39,37,18,0,35,0,16,10,103,923.7313308,09/08/2016 9:45
09/08/2016,10:00,17.2,80,0,43,40,19,16,37,0,17,10,105,939.5676891,09/08/2016 10:00
09/08/2016,10:15,17.5,80,0,46,43,21,17,40,15,18,10,107,952.7980069,09/08/2016 10:15
09/08/2016,10:30,17.7,80,0,49,46,22,18,42,16,19,10,108,963.730177,09/08/2016 10:30
09/08/2016,10:45,18,80,0,52,48,23,19,43,17,20,10,109,972.6079931,09/08/2016 10:45
09/08/2016,11:00,18.3,80,0,54,50,24,19,45,17,20,10,110,979.6223587,09/08/2016 11:00
09/08/2016,11:15,18.6,80,0,56,52,24,20,46,18,21,10,110,984.9197185,09/08/2016 11:15
09/08/2016,11:30,18.8,80,0,57,53,25,20,46,18,21,10,111,988.6082988,09/08/2016 11:30
09/08/2016,11:45,19.1,79,0,58,54,25,20,47,18,21,10,111,990.7625813,09/08/2016 11:45
09/08/2016,12:00,19.4,78,0,58,54,25,21,47,18,21,10,111,991.4263092,09/08/2016 12:00
09/08/2016,12:15,19.7,77,0,58,54,25,20,47,18,21,10,111,990.6142191,09/08/2016 12:15
09/08/2016,12:30,20,76,0,57,53,25,20,47,18,21,10,111,988.3126126,09/08/2016 12:30
09/08/2016,12:45,20.3,75,0,56,52,24,20,46,18,21,10,110,984.4788007,09/08/2016 12:45
09/08/2016,13:00,20.6,73,0,54,50,24,19,45,17,20,10,110,979.0393889,09/08/2016 13:00
09/08/2016,13:15,20.8,72,0,52,49,23,19,43,17,20,10,109,971.8872901,09/08/2016 13:15
09/08/2016,13:30,21.1,71,0,50,46,22,18,42,16,19,10,108,962.8772729,09/08/2016 13:30
09/08/2016,13:45,21.4,70,0,47,44,21,17,40,15,18,10,107,951.8197485,09/08/2016 13:45
09/08/2016,14:00,21.6,69,0,43,40,19,16,38,0,17,10,105,938.4723733,09/08/2016 14:00
09/08/2016,14:15,21.9,68,0,40,37,18,15,35,0,16,10,103,922.5288833,09/08/2016 14:15
09/08/2016,14:30,22.1,67,0,36,34,16,0,33,0,0,10,101,903.6043667,09/08/2016 14:30
09/08/2016,14:45,22.3,67,0,32,30,0,0,30,0,0,10,99,881.2159248,09/08/2016 14:45
09/08/2016,15:00,22.5,66,0,28,26,0,0,27,0,0,10,96,854.7573769,09/08/2016 15:00
09/08/2016,15:15,22.7,65,0,23,23,0,0,24,0,0,10,92,823.4664051,09/08/2016 15:15
09/08/2016,15:30,22.9,65,0,19,19,0,0,21,0,0,10,88,786.3825436,09/08/2016 15:30
09/08/2016,15:45,23.1,64,0,16,15,0,0,18,0,0,10,83,742.2953589,09/08/2016 15:45
09/08/2016,16:00,23.2,63,0,0,0,0,0,16,0,0,10,77,689.6859175,09/08/2016 16:00
09/08/2016,16:15,23.4,63,0,0,0,0,0,0,0,0,10,70,626.6763943,09/08/2016 16:15
09/08/2016,16:30,23.5,63,0,0,0,0,0,0,0,0,10,62,551.0371144,09/08/2016 16:30
09/08/2016,16:45,23.6,62,0,0,0,0,0,0,0,0,10,52,460.3994542,09/08/2016 16:45
09/08/2016,17:00,23.7,62,0,0,0,0,0,0,0,0,10,40,353.1063529,09/08/2016 17:00
09/08/2016,17:15,23.8,62,0,0,0,0,0,0,0,0,10,26,230.9096093,09/08/2016 17:15
09/08/2016,17:30,23.8,62,0,0,0,0,0,0,0,0,10,0,106.5710948,09/08/2016 17:30
09/08/2016,17:45,23.8,62,0,0,0,0,0,0,0,0,10,0,18.30966363,09/08/2016 17:45
09/08/2016,18:00,23.8,61,0,0,0,0,0,0,0,0,10,0,0,09/08/2016 18:00
09/08/2016,18:15,23.8,62,0,0,0,0,0,0,0,0,10,0,0,09/08/2016 18:15
09/08/2016,18:30,23.8,62,0,0,0,0,0,0,0,0,10,0,0,09/08/2016 18:30
09/08/2016,18:45,23.8,62,0,0,0,0,0,0,0,0,10,0,0,09/08/2016 18:45
09/08/2016,19:00,23.7,62,0,0,0,0,0,0,0,0,10,0,0,09/08/2016 19:00
09/08/2016,19:15,23.6,62,0,0,0,0,0,0,0,0,10,0,0,09/08/2016 19:15
09/08/2016,19:30,23.5,63,0,0,0,0,0,0,0,0,10,0,0,09/08/2016 19:30
09/08/2016,19:45,23.4,63,0,0,0,0,0,0,0,0,10,0,0,09/08/2016 19:45
09/08/2016,20:00,23.2,63,0,0,0,0,0,0,0,0,10,0,0,09/08/2016 20:00
09/08/2016,20:15,23.1,64,0,0,0,0,0,0,0,0,10,0,0,09/08/2016 20:15
09/08/2016,20:30,22.9,65,0,0,0,0,0,0,0,0,10,0,0,09/08/2016 20:30
09/08/2016,20:45,22.7,65,0,0,0,0,0,0,0,0,10,0,0,09/08/2016 20:45
09/08/2016,21:00,22.5,66,0,0,0,0,0,0,0,0,10,0,0,09/08/2016 21:00
09/08/2016,21:15,22.3,67,0,0,0,0,0,0,0,0,10,0,0,09/08/2016 21:15
09/08/2016,21:30,22.1,67,0,0,0,0,0,0,0,0,10,0,0,09/08/2016 21:30
09/08/2016,21:45,21.9,68,0,0,0,0,0,0,0,0,10,0,0,09/08/2016 21:45
09/08/2016,22:00,21.6,69,0,0,0,0,0,0,0,0,10,0,0,09/08/2016 22:00
09/08/2016,22:15,21.4,70,0,0,0,0,0,0,0,0,10,0,0,09/08/2016 22:15
09/08/2016,22:30,21.1,71,0,0,0,0,0,0,0,0,10,0,0,09/08/2016 22:30
09/08/2016,22:45,20.8,72,0,0,0,0,0,0,0,0,10,0,0,09/08/2016 22:45
09/08/2016,23:00,20.6,73,0,0,0,0,0,0,0,0,10,0,0,09/08/2016 23:00
09/08/2016,23:15,20.3,74,0,0,0,0,0,0,0,0,10,0,0,09/08/2016 23:15
09/08/2016,23:30,20,76,0,0,0,0,0,0,0,0,10,0,0,09/08/2016 23:30
09/08/2016,23:45,19.7,77,0,0,0,0,0,0,0,0,10,0,0,09/08/2016 23:45
10/08/2016,0:00,19.4,78,0,0,0,0,0,0,0,0,10,0,0,10/08/2016 0:00
10/08/2016,0:15,19.1,79,0,0,0,0,0,0,0,0,10,0,0,10/08/2016 0:15
10/08/2016,0:30,18.8,80,0,0,0,0,0,0,0,0,10,0,0,10/08/2016 0:30
10/08/2016,0:45,18.6,80,0,0,0,0,0,0,0,0,10,0,0,10/08/2016 0:45
10/08/2016,1:00,18.3,80,0,0,0,0,0,0,0,0,10,0,0,10/08/2016 1:00
10/08/2016,1:15,18,80,0,0,0,0,0,0,0,0,10,0,0,10/08/2016 1:15
10/08/2016,1:30,17.7,80,0,0,0,0,0,0,0,0,10,0,0,10/08/2016 1:30
10/08/2016,1:45,17.5,80,0,0,0,0,0,0,0,0,10,0,0,10/08/2016 1:45
10/08/2016,2:00,17.2,80,0,0,0,0,0,0,0,0,10,0,0,10/08/2016 2:00
10/08/2016,2:15,17,80,0,0,0,0,0,0,0,0,10,0,0,10/08/2016 2:15
10/08/2016,2:30,16.7,80,0,0,0,0,0,0,0,0,10,0,0,10/08/2016 2:30
10/08/2016,2:45,16.5,80,0,0,0,0,0,0,0,0,10,0,0,10/08/2016 2:45
10/08/2016,3:00,16.3,80,0,0,0,0,0,0,0,0,10,0,0,10/08/2016 3:00
10/08/2016,3:15,16.1,80,0,0,0,0,0,0,0,0,10,0,0,10/08/2016 3:15
10/08/2016,3:30,15.9,80,0,0,0,0,0,0,0,0,10,0,0,10/08/2016 3:30
10/08/2016,3:45,15.8,80,0,0,0,0,0,0,0,0,10,0,0,10/08/2016 3:45
10/08/2016,4:00,15.6,80,0,0,0,0,0,0,0,0,10,0,0,10/08/2016 4:00
10/08/2016,4:15,15.5,80,0,0,0,0,0,0,0,0,10,0,0,10/08/2016 4:15
10/08/2016,4:30,15.3,80,0,0,0,0,0,0,0,0,10,0,0,10/08/2016 4:30
10/08/2016,4:45,15.2,80,0,0,0,0,0,0,0,0,10,0,0,10/08/2016 4:45
10/08/2016,5:00,15.2,80,0,0,0,0,0,0,0,0,10,0,0,10/08/2016 5:00
10/08/2016,5:15,15.1,80,0,0,0,0,0,0,0,0,10,0,0,10/08/2016 5:15
10/08/2016,5:30,15,80,0,0,0,0,0,0,0,0,10,0,0,10/08/2016 5:30
10/08/2016,5:45,15,80,0,0,0,0,0,0,0,0,10,0,0,10/08/2016 5:45
10/08/2016,6:00,15,80,0,0,0,0,0,0,0,0,10,0,0,10/08/2016 6:00
10/08/2016,6:15,15,80,0,0,0,0,0,0,0,0,10,0,18.21639938,10/08/2016 6:15
10/08/2016,6:30,15,80,0,0,0,0,0,0,0,0,10,0,106.5948569,10/08/2016 6:30
10/08/2016,6:45,15.1,80,0,0,0,0,0,0,0,0,10,26,231.3040764,10/08/2016 6:45
10/08/2016,7:00,15.2,80,0,0,0,0,0,0,0,0,10,40,353.8612216,10/08/2016 7:00
10/08/2016,7:15,15.2,80,0,0,0,0,0,0,0,0,10,52,461.4359017,10/08/2016 7:15
10/08/2016,7:30,15.3,80,0,0,0,0,0,0,0,0,10,62,552.2768744,10/08/2016 7:30
10/08/2016,7:45,15.5,80,0,0,0,0,0,0,0,0,10,70,628.0537886,10/08/2016 7:45
10/08/2016,8:00,15.6,80,0,0,0,0,0,15,0,0,10,77,691.1478346,10/08/2016 8:00
10/08/2016,8:15,15.8,80,0,16,15,0,0,18,0,0,10,83,743.7989943,10/08/2016 8:15
10/08/2016,8:30,15.9,80,0,19,19,0,0,21,0,0,10,88,787.8931509,10/08/2016 8:30
10/08/2016,8:45,16.1,80,0,23,22,0,0,24,0,0,10,92,824.9554939,10/08/2016 8:45
10/08/2016,9:00,16.3,80,0,27,26,0,0,27,0,0,10,96,856.201354,10/08/2016 9:00
10/08/2016,9:15,16.5,80,0,31,30,0,0,30,0,0,10,99,882.5950869,10/08/2016 9:15
10/08/2016,9:30,16.7,80,0,35,34,16,0,33,0,0,10,101,904.9021552,10/08/2016 9:30
10/08/2016,9:45,17,80,0,39,37,18,0,35,0,16,10,103,923.7313308,10/08/2016 9:45
10/08/2016,10:00,17.2,80,0,43,40,19,16,37,0,17,10,105,939.5676891,10/08/2016 10:00
10/08/2016,10:15,17.5,80,0,46,43,21,17,40,15,18,10,107,952.7980069,10/08/2016 10:15
10/08/2016,10:30,17.7,80,0,49,46,22,18,42,16,19,10,108,963.730177,10/08/2016 10:30
10/08/2016,10:45,18,80,0,52,48,23,19,43,17,20,10,109,972.6079931,10/08/2016 10:45
10/08/2016,11:00,18.3,80,0,54,50,24,19,45,17,20,10,110,979.6223587,10/08/2016 11:00
10/08/2016,11:15,18.6,80,0,56,52,24,20,46,18,21,10,110,984.9197185,10/08/2016 11:15
10/08/2016,11:30,18.8,80,0,57,53,25,20,46,18,21,10,111,988.6082988,10/08/2016 11:30
10/08/2016,11:45,19.1,79,0,58,54,25,20,47,18,21,10,111,990.7625813,10/08/2016 11:45
10/08/2016,12:00,19.4,78,0,58,54,25,21,47,18,21,10,111,991.4263092,10/08/2016 12:00
10/08/2016,12:15,19.7,77,0,58,54,25,20,47,18,21,10,111,990.6142191,10/08/2016 12:15
10/08/2016,12:30,20,76,0,57,53,25,20,47,18,21,10,111,988.3126126,10/08/2016 12:30
10/08/2016,12:45,20.3,75,0,56,52,24,20,46,18,21,10,110,984.4788007,10/08/2016 12:45
10/08/2016,13:00,20.6,73,0,54,50,24,19,45,17,20,10,110,979.0393889,10/08/2016 13:00
10/08/2016,13:15,20.8,72,0,52,49,23,19,43,17,20,10,109,971.8872901,10/08/2016 13:15
10/08/2016,13:30,21.1,71,0,50,46,22,18,42,16,19,10,108,962.8772729,10/08/2016 13:30
10/08/2016,13:45,21.4,70,0,47,44,21,17,40,15,18,10,107,951.8197485,10/08/2016 13:45
10/08/2016,14:00,21.6,69,0,43,40,19,16,38,0,17,10,105,938.4723733,10/08/2016 14:00
10/08/2016,14:15,21.9,68,0,40,37,18,15,35,0,16,10,103,922.5288833,10/08/2016 14:15
10/08/2016,14:30,22.1,67,0,36,34,16,0,33,0,0,10,101,903.6043667,10/08/2016 14:30
10/08/2016,14:45,22.3,67,0,32,30,0,0,30,0,0,10,99,881.2159248,10/08/2016 14:45
10/08/2016,15:00,22.5,66,0,28,26,0,0,27,0,0,10,96,854.7573769,10/08/2016 15:00
10/08/2016,15:15,22.7,65,0,23,23,0,0,24,0,0,10,92,823.4664051,10/08/2016 15:15
10/08/2016,15:30,22.9,65,0,19,19,0,0,21,0,0,10,88,786.3825436,10/08/2016 15:30
10/08/2016,15:45,23.1,64,0,16,15,0,0,18,0,0,10,83,742.2953589,10/08/2016 15:45
10/08/2016,16:00,23.2,63,0,0,0,0,0,16,0,0,10,77,689.6859175,10/08/2016 16:00
10/08/2016,16:15,23.4,63,0,0,0,0,0,0,0,0,10,70,626.6763943,10/08/2016 16:15
10/08/2016,16:30,23.5,63,0,0,0,0,0,0,0,0,10,62,551.0371144,10/08/2016 16:30
10/08/2016,16:45,23.6,62,0,0,0,0,0,0,0,0,10,52,460.3994542,10/08/2016 16:45
10/08/2016,17:00,23.7,62,0,0,0,0,0,0,0,0,10,40,353.1063529,10/08/2016 17:00
10/08/2016,17:15,23.8,62,0,0,0,0,0,0,0,0,10,26,230.9096093,10/08/2016 17:15
10/08/2016,17:30,23.8,62,0,0,0,0,0,0,0,0,10,0,106.5710948,10/08/2016 17:30
10/08/2016,17:45,23.8,62,0,0,0,0,0,0,0,0,10,0,18.30966363,10/08/2016 17:45
10/08/2016,18:00,23.8,61,0,0,0,0,0,0,0,0,10,0,0,10/08/2016 18:00
10/08/2016,18:15,23.8,62,0,0,0,0,0,0,0,0,10,0,0,10/08/2016 18:15
10/08/2016,18:30,23.8,62,0,0,0,0,0,0,0,0,10,0,0,10/08/2016 18:30
10/08/2016,18:45,23.8,62,0,0,0,0,0,0,0,0,10,0,0,10/08/2016 18:45
